model,condition,frame,l2
rung3,none:0,169,0.16486380994319916
rung3,none:0,170,0.230499729514122
rung3,none:0,171,0.4005487561225891
rung3,none:0,172,0.5801798105239868
rung3,none:0,173,1.3204994201660156
rung3,none:0,174,0.8153682947158813
rung3,none:0,175,0.41175174713134766
rung3,none:0,176,0.3827212154865265
rung3,none:0,177,0.5343213081359863
rung3,none:0,178,0.5006794929504395
rung3,none:0,179,0.36755266785621643
rung3,none:0,180,0.4410668611526489
rung3,none:0,181,0.7802786231040955
rung3,none:0,182,0.5498322248458862
rung3,none:0,183,0.4743562638759613
rung3,none:0,184,0.5643906593322754
rung3,none:0,185,0.4442991018295288
rung3,none:0,186,0.3226218521595001
rung3,none:0,187,0.4351496696472168
rung3,none:0,188,0.5156233310699463
rung3,none:0,189,0.46331125497817993
rung3,none:0,190,0.5587055087089539
rung3,none:0,191,0.4181618392467499
rung3,none:0,192,0.4655821919441223
rung3,none:0,193,0.5133482217788696
rung3,none:0,194,0.3512200713157654
rung3,none:0,195,0.603915810585022
rung3,none:0,196,0.45179253816604614
rung3,none:0,197,0.5140337944030762
rung3,none:0,198,0.8361536264419556
rung3,none:0,199,0.796431303024292
rung3,none:0,200,1.048033595085144
rung3,none:0,201,1.4173002243041992
rung3,none:0,202,1.600515365600586
rung3,none:0,203,1.0777437686920166
rung3,none:0,204,1.259555697441101
rung3,none:0,205,0.667823076248169
rung3,none:0,206,0.981036901473999
rung3,none:0,207,0.703721821308136
rung3,none:0,208,0.5672916769981384
rung3,none:0,209,0.8133645057678223
rung3,none:0,210,0.8914217948913574
rung3,none:0,211,1.0070300102233887
rung3,none:0,212,2.0921053886413574
rung3,none:0,213,1.0255167484283447
rung3,none:0,214,0.7842762470245361
rung3,none:0,215,4.453229904174805
rung3,none:0,216,4.20798921585083
rung3,none:0,217,0.8346662521362305
rung3,none:0,218,0.672196626663208
rung3,none:0,219,0.4666045010089874
rung3,none:0,220,0.7261523008346558
rung3,none:0,221,0.5917119979858398
rung3,none:0,222,0.6269412040710449
rung3,none:0,223,0.16875159740447998
rung3,none:0,224,0.3538687229156494
rung3,none:0,225,0.7873902320861816
rung3,none:0,226,0.9190727472305298
rung3,none:0,227,0.6961963772773743
rung3,none:0,228,0.6811044216156006
rung3,none:0,229,0.762447714805603
rung3,none:0,230,0.7086212635040283
rung3,none:0,231,0.5246483087539673
rung3,none:0,232,0.4833143949508667
rung3,none:0,233,0.5184680819511414
rung3,none:0,234,0.45416703820228577
rung3,none:0,235,0.8040541410446167
rung3,none:0,236,0.5950536727905273
rung3,none:0,237,0.1417522132396698
rung3,none:0,238,0.294157475233078
rung3,none:0,239,0.23144659399986267
rung3,none:0,240,0.34285569190979004
rung3,none:0,241,0.33284851908683777
rung3,none:0,242,0.5679490566253662
rung3,none:0,243,0.11577831953763962
rung3,none:0,244,0.07974468171596527
rung3,none:0,245,0.3343985080718994
rung3,none:0,246,0.4430783987045288
rung3,none:0,247,0.3411850333213806
rung3,none:0,248,0.3717363178730011
rung3,none:0,249,0.36452069878578186
rung3,none:0,250,0.20258161425590515
rung3,none:0,251,0.36710304021835327
rung3,none:0,252,0.3490751385688782
rung3,none:0,253,0.40562206506729126
rung3,none:0,254,1.2064549922943115
rung3,none:0,255,1.1993200778961182
rung3,none:0,256,1.0734461545944214
rung3,none:0,257,0.8304440975189209
rung3,none:0,258,0.3675992786884308
rung3,none:0,259,0.5331843495368958
rung3,none:0,260,0.8245384097099304
rung3,none:0,261,1.2707887887954712
rung3,none:0,262,2.034846305847168
rung3,none:0,263,2.065290927886963
rung3,none:0,264,0.810590386390686
rung3,none:0,265,0.42640650272369385
rung3,none:0,266,0.7207682132720947
rung3,none:0,267,0.808510422706604
rung3,none:0,268,0.5410072803497314
rung3,none:0,269,0.46120160818099976
rung3,none:0,270,0.26819756627082825
rung3,none:0,271,0.2526819109916687
rung3,none:0,272,0.16769355535507202
rung3,none:0,273,0.1424487978219986
rung3,none:0,274,0.412730872631073
rung3,none:0,275,0.3307380974292755
rung3,none:0,276,0.22436809539794922
rung3,none:0,277,0.33780592679977417
rung3,none:0,278,0.5234009623527527
rung3,none:0,279,0.2873495817184448
rung3,none:0,280,0.23321910202503204
rung3,none:0,281,0.30701279640197754
rung3,none:0,282,0.4514252841472626
rung3,none:0,283,0.4577913284301758
rung3,none:0,284,0.3351433277130127
rung3,none:0,285,0.413210391998291
rung3,none:0,286,0.6286838054656982
rung3,none:0,287,0.6882761716842651
rung3,none:0,288,0.5156691074371338
rung3,none:0,289,0.3327687680721283
rung3,none:0,290,0.5138880610466003
rung3,none:0,291,0.6081282496452332
rung3,none:0,292,0.6363824605941772
rung3,none:0,293,0.26879557967185974
rung3,none:0,294,0.2835543155670166
rung3,none:0,295,0.5302519798278809
rung3,none:0,296,0.5996893644332886
rung3,none:0,297,0.1606694608926773
rung3,none:0,298,0.33960890769958496
rung3,none:0,299,0.6984295845031738
rung3,none:0,300,0.7217661738395691
rung3,none:0,301,0.5514815449714661
rung3,none:0,302,0.8155328035354614
rung3,none:0,303,1.2390090227127075
rung3,none:0,304,1.4278334379196167
rung3,none:0,305,0.6436717510223389
rung3,none:0,306,0.5018821358680725
rung3,none:0,307,1.0996789932250977
rung3,none:0,308,1.2346125841140747
rung3,none:0,309,1.8434958457946777
rung3,none:0,310,0.9854527115821838
rung3,none:0,311,0.7126944065093994
rung3,none:0,312,1.077656865119934
rung3,none:0,313,0.9883734583854675
rung3,none:0,314,0.6050516366958618
rung3,none:0,315,0.8041738271713257
rung3,none:0,316,0.8207555413246155
rung3,none:0,317,1.3684372901916504
rung3,none:0,318,1.4077006578445435
rung3,none:0,319,1.296614408493042
rung3,none:0,320,0.9680706858634949
rung3,none:0,321,0.5222322940826416
rung3,none:0,322,0.03154538571834564
rung3,none:0,323,0.08456748723983765
rung3,none:0,324,0.1309887021780014
rung3,none:0,325,0.1622714251279831
rung3,none:0,326,0.18117691576480865
rung3,none:0,327,0.1948251873254776
rung3,none:0,328,0.30953994393348694
rung3,none:0,329,0.3977105915546417
rung3,none:0,330,0.6177573204040527
rung3,none:0,331,0.04250592738389969
rung3,none:0,332,0.0447227843105793
rung3,none:0,333,0.037970706820487976
rung3,none:0,334,0.07524722814559937
rung3,none:0,335,0.1343873292207718
rung3,none:0,336,0.2204141616821289
rung3,none:0,337,0.32671841979026794
rung3,none:0,338,0.29954075813293457
rung3,none:0,339,0.27350664138793945
rung3,none:0,340,0.5041784644126892
rung3,none:0,341,0.25855568051338196
rung3,none:0,342,0.28523126244544983
rung3,none:0,343,0.5055656433105469
rung3,none:0,344,0.35639655590057373
rung3,none:0,345,0.7449578642845154
rung3,none:0,346,1.3204869031906128
rung3,none:0,347,2.048341989517212
rung3,none:0,348,1.5619405508041382
rung3,none:0,349,1.4375115633010864
rung3,none:0,350,1.2630021572113037
rung3,none:0,351,1.5539591312408447
rung3,none:0,352,0.7754682898521423
rung3,none:0,353,0.820101797580719
rung3,none:0,354,0.529723584651947
rung3,none:0,355,0.6135748624801636
rung3,none:0,356,0.339907705783844
rung3,none:0,357,0.7130627036094666
rung3,none:0,358,1.2569622993469238
rung3,none:0,359,0.32907140254974365
rung3,none:0,360,0.7380229830741882
rung3,none:0,361,0.5686244368553162
rung3,none:0,362,0.7215161919593811
rung3,none:0,363,0.8917171955108643
rung3,none:0,364,0.7610716819763184
rung3,none:0,365,0.5598765015602112
rung3,none:0,366,0.46359536051750183
rung3,none:0,367,1.0437886714935303
rung3,none:0,368,0.6879621148109436
rung3,none:0,369,0.5648199915885925
rung3,none:0,370,0.656356930732727
rung3,none:0,371,0.5813766121864319
rung3,none:0,372,0.7558647990226746
rung3,none:0,373,0.6177027225494385
rung3,none:0,374,1.3717795610427856
rung3,none:0,375,1.3219935894012451
rung3,none:0,376,1.9521048069000244
rung3,none:0,377,1.9187812805175781
rung3,none:0,378,1.1411149501800537
rung3,none:0,379,0.6116564273834229
rung3,none:0,380,1.6954718828201294
rung3,none:0,381,4.197754859924316
rung3,none:0,382,2.5994138717651367
rung3,none:0,383,0.745521068572998
rung3,none:0,384,0.5764249563217163
rung3,none:0,385,0.5421509742736816
rung3,none:0,386,0.3947567343711853
rung3,none:0,387,0.3067089915275574
rung3,none:0,388,0.2988726794719696
rung3,none:0,389,0.20465517044067383
rung3,none:0,390,0.27633920311927795
rung3,none:0,391,0.4816102385520935
rung3,none:0,392,0.9830269813537598
rung3,none:0,393,0.8625060319900513
rung3,none:0,394,0.6463031768798828
rung3,none:0,395,0.42314112186431885
rung3,none:0,396,0.20115163922309875
rung3,none:0,397,0.1922108680009842
rung3,none:0,398,0.1892949789762497
rung3,none:0,399,0.6034618616104126
rung3,none:0,400,0.36957091093063354
rung3,none:0,401,0.7232123613357544
rung3,none:0,402,0.8195484280586243
rung3,none:0,403,0.4796123206615448
rung3,none:0,404,0.18675854802131653
rung3,none:0,405,0.46395450830459595
rung3,none:0,406,0.4144468903541565
rung3,none:0,407,0.5918657779693604
rung3,none:0,408,0.560584306716919
rung3,none:0,409,0.4357772469520569
rung3,none:0,410,0.17333397269248962
rung3,none:0,411,0.42732250690460205
rung3,none:0,412,0.29987940192222595
rung3,none:0,413,0.3265143930912018
rung3,none:0,414,0.6280670166015625
rung3,none:0,415,0.6609635949134827
rung3,none:0,416,0.508504331111908
rung3,none:0,417,0.21186144649982452
rung3,none:0,418,0.26792433857917786
rung3,none:0,419,0.5101253390312195
rung3,none:0,420,0.45291921496391296
rung3,none:0,421,0.16700321435928345
rung3,none:0,422,0.20398350059986115
rung3,none:0,423,0.3741554319858551
rung3,none:0,424,0.29136326909065247
rung3,none:0,425,0.18828879296779633
rung3,none:0,426,0.21426939964294434
rung3,none:0,427,0.7124727368354797
rung3,none:0,428,0.652808666229248
rung3,none:0,429,0.1984708607196808
rung3,none:0,430,0.15916651487350464
rung3,none:0,431,0.2931596636772156
rung3,none:0,432,0.33632802963256836
rung3,none:0,433,0.16514228284358978
rung3,none:0,434,0.20180121064186096
rung3,none:0,435,0.2277507781982422
rung3,none:0,436,0.5380034446716309
rung3,none:0,437,0.3992100954055786
rung3,none:0,438,0.1472659409046173
rung3,none:0,439,0.2694198489189148
rung3,none:0,440,0.5014190673828125
rung3,none:0,441,0.4539085328578949
rung3,none:0,442,0.20826926827430725
rung3,none:0,443,0.1784505993127823
rung3,none:0,444,0.18772825598716736
rung3,none:0,445,0.310707688331604
rung3,none:0,446,0.1669246256351471
rung3,none:0,447,0.1824340522289276
rung3,none:0,448,0.334280788898468
rung3,none:0,449,0.24079060554504395
rung3,none:0,450,0.2031480222940445
rung3,none:0,451,0.15632611513137817
rung3,none:0,452,0.31117743253707886
rung3,none:0,453,0.4453890025615692
rung3,none:0,454,0.18852835893630981
rung3,none:0,455,0.2486017942428589
rung3,none:0,456,0.47707539796829224
rung3,none:0,457,0.7379646301269531
rung3,none:0,458,1.066455602645874
rung3,none:0,459,1.3329516649246216
rung3,none:0,460,1.2827486991882324
rung3,none:0,461,0.8932207226753235
rung3,none:0,462,0.6615646481513977
rung3,none:0,463,1.377869725227356
rung3,none:0,464,1.2997978925704956
rung3,none:0,465,0.734134316444397
rung3,none:0,466,0.8389471769332886
rung3,none:0,467,0.8174467086791992
rung3,none:0,468,0.6007121801376343
rung3,none:0,469,0.9352160096168518
rung3,none:0,470,1.157651424407959
rung3,none:0,471,1.4632201194763184
rung3,none:0,472,1.9392354488372803
rung3,none:0,473,0.08083118498325348
rung3,none:0,474,0.0023260856978595257
rung3,none:0,475,0.0072733014822006226
rung3,none:0,476,0.006883783265948296
rung3,none:0,477,0.007722173351794481
rung3,none:0,478,0.07148855924606323
rung3,none:0,479,0.17146189510822296
rung3,camera:0.5,0,1.1187894344329834
rung3,camera:0.5,1,1.1057918071746826
rung3,camera:0.5,2,0.940488338470459
rung3,camera:0.5,3,0.7006871700286865
rung3,camera:0.5,4,0.4974361062049866
rung3,camera:0.5,5,0.5209429264068604
rung3,camera:0.5,6,0.3270823359489441
rung3,camera:0.5,7,0.5287620425224304
rung3,camera:0.5,8,0.31422674655914307
rung3,camera:0.5,9,0.1873207837343216
rung3,camera:0.5,10,0.6015699505805969
rung3,camera:0.5,11,0.47681325674057007
rung3,camera:0.5,12,0.37704893946647644
rung3,camera:0.5,13,0.26064375042915344
rung3,camera:0.5,14,0.325858473777771
rung3,camera:0.5,15,0.3206998407840729
rung3,camera:0.5,16,0.20223981142044067
rung3,camera:0.5,17,0.2406107783317566
rung3,camera:0.5,18,0.3901291787624359
rung3,camera:0.5,19,0.28609105944633484
rung3,camera:0.5,20,0.19113266468048096
rung3,camera:0.5,21,0.1877608448266983
rung3,camera:0.5,22,0.2785305976867676
rung3,camera:0.5,23,0.28324276208877563
rung3,camera:0.5,24,0.20869356393814087
rung3,camera:0.5,25,0.2496587038040161
rung3,camera:0.5,26,0.325493723154068
rung3,camera:0.5,27,0.42784562706947327
rung3,camera:0.5,28,0.29209285974502563
rung3,camera:0.5,29,0.22757871448993683
rung3,camera:0.5,30,0.2673727869987488
rung3,camera:0.5,31,0.37876057624816895
rung3,camera:0.5,32,0.40970683097839355
rung3,camera:0.5,33,0.2806730270385742
rung3,camera:0.5,34,0.30258703231811523
rung3,camera:0.5,35,0.4621884226799011
rung3,camera:0.5,36,0.3802848160266876
rung3,camera:0.5,37,0.13735902309417725
rung3,camera:0.5,38,0.20616623759269714
rung3,camera:0.5,39,0.4027697443962097
rung3,camera:0.5,40,0.38421499729156494
rung3,camera:0.5,41,0.15148481726646423
rung3,camera:0.5,42,0.2136405110359192
rung3,camera:0.5,43,0.3420810103416443
rung3,camera:0.5,44,0.37918367981910706
rung3,camera:0.5,45,0.13927970826625824
rung3,camera:0.5,46,0.20889094471931458
rung3,camera:0.5,47,0.478996217250824
rung3,camera:0.5,48,0.650847315788269
rung3,camera:0.5,49,0.5761504173278809
rung3,camera:0.5,50,0.694011926651001
rung3,camera:0.5,51,0.9855129718780518
rung3,camera:0.5,52,0.2342911660671234
rung3,camera:0.5,53,0.2007133960723877
rung3,camera:0.5,54,0.3738367557525635
rung3,camera:0.5,55,0.8748046159744263
rung3,camera:0.5,56,1.0279321670532227
rung3,camera:0.5,57,1.3314099311828613
rung3,camera:0.5,58,1.947927713394165
rung3,camera:0.5,59,1.3947460651397705
rung3,camera:0.5,60,1.1461153030395508
rung3,camera:0.5,61,1.3595216274261475
rung3,camera:0.5,62,0.4001915156841278
rung3,camera:0.5,63,0.6810967922210693
rung3,camera:0.5,64,0.8140857219696045
rung3,camera:0.5,65,1.2925946712493896
rung3,camera:0.5,66,1.3281807899475098
rung3,camera:0.5,67,1.5272165536880493
rung3,camera:0.5,68,1.9898393154144287
rung3,camera:0.5,69,2.1586687564849854
rung3,camera:0.5,70,2.2276599407196045
rung3,camera:0.5,71,0.5562042593955994
rung3,camera:0.5,72,0.7698610424995422
rung3,camera:0.5,73,0.7650091648101807
rung3,camera:0.5,74,0.5774512887001038
rung3,camera:0.5,75,0.4292791783809662
rung3,camera:0.5,76,0.654758095741272
rung3,camera:0.5,77,0.4359265863895416
rung3,camera:0.5,78,0.1808691769838333
rung3,camera:0.5,79,0.2236526608467102
rung3,camera:0.5,80,0.5286960601806641
rung3,camera:0.5,81,0.5158478617668152
rung3,camera:0.5,82,0.6868981122970581
rung3,camera:0.5,83,0.9307657480239868
rung3,camera:0.5,84,1.1326111555099487
rung3,camera:0.5,85,0.7781676054000854
rung3,camera:0.5,86,0.6908102035522461
rung3,camera:0.5,87,0.5968005657196045
rung3,camera:0.5,88,0.63626629114151
rung3,camera:0.5,89,0.5431545376777649
rung3,camera:0.5,90,0.8365743160247803
rung3,camera:0.5,91,0.5180575251579285
rung3,camera:0.5,92,0.4074462056159973
rung3,camera:0.5,93,0.20675033330917358
rung3,camera:0.5,94,0.11941666156053543
rung3,camera:0.5,95,0.15619882941246033
rung3,camera:0.5,96,0.17014381289482117
rung3,camera:0.5,97,0.3583730459213257
rung3,camera:0.5,98,0.29137343168258667
rung3,camera:0.5,99,0.22772514820098877
rung3,camera:0.5,100,0.37422841787338257
rung3,camera:0.5,101,0.5611865520477295
rung3,camera:0.5,102,0.45091164112091064
rung3,camera:0.5,103,0.07977628707885742
rung3,camera:0.5,104,0.23182861506938934
rung3,camera:0.5,105,0.4883822500705719
rung3,camera:0.5,106,0.39584869146347046
rung3,camera:0.5,107,0.11793597042560577
rung3,camera:0.5,108,0.2344469130039215
rung3,camera:0.5,109,0.4721585810184479
rung3,camera:0.5,110,0.41187405586242676
rung3,camera:0.5,111,0.08919136971235275
rung3,camera:0.5,112,0.1874862015247345
rung3,camera:0.5,113,0.38759878277778625
rung3,camera:0.5,114,0.36444395780563354
rung3,camera:0.5,115,0.11852434277534485
rung3,camera:0.5,116,0.1146399974822998
rung3,camera:0.5,117,0.32540595531463623
rung3,camera:0.5,118,0.3058305084705353
rung3,camera:0.5,119,0.23342365026474
rung3,camera:0.5,120,0.16149818897247314
rung3,camera:0.5,121,0.19171124696731567
rung3,camera:0.5,122,0.304301917552948
rung3,camera:0.5,123,0.18715986609458923
rung3,camera:0.5,124,0.20071563124656677
rung3,camera:0.5,125,0.143580824136734
rung3,camera:0.5,126,0.38065484166145325
rung3,camera:0.5,127,0.28624194860458374
rung3,camera:0.5,128,0.17225000262260437
rung3,camera:0.5,129,0.1975807547569275
rung3,camera:0.5,130,0.36418813467025757
rung3,camera:0.5,131,0.23260778188705444
rung3,camera:0.5,132,0.37174758315086365
rung3,camera:0.5,133,0.17753320932388306
rung3,camera:0.5,134,0.37685656547546387
rung3,camera:0.5,135,0.1941145658493042
rung3,camera:0.5,136,0.17459261417388916
rung3,camera:0.5,137,0.15250487625598907
rung3,camera:0.5,138,0.3574567437171936
rung3,camera:0.5,139,0.36387914419174194
rung3,camera:0.5,140,0.1722113937139511
rung3,camera:0.5,141,0.1813296377658844
rung3,camera:0.5,142,0.20986497402191162
rung3,camera:0.5,143,0.33181262016296387
rung3,camera:0.5,144,0.18141427636146545
rung3,camera:0.5,145,0.12496522068977356
rung3,camera:0.5,146,0.21412508189678192
rung3,camera:0.5,147,0.3871006965637207
rung3,camera:0.5,148,0.2986568808555603
rung3,camera:0.5,149,0.25620707869529724
rung3,camera:0.5,150,0.13869796693325043
rung3,camera:0.5,151,0.43254005908966064
rung3,camera:0.5,152,0.23598985373973846
rung3,camera:0.5,153,0.2902030348777771
rung3,camera:0.5,154,0.16000217199325562
rung3,camera:0.5,155,1.1149883270263672
rung3,camera:0.5,156,1.127737283706665
rung3,camera:0.5,157,0.9881919026374817
rung3,camera:0.5,158,0.914138913154602
rung3,camera:0.5,159,0.6322541236877441
rung3,camera:0.5,160,0.47346270084381104
rung3,camera:0.5,161,0.2801249325275421
rung3,camera:0.5,162,0.11181382834911346
rung3,camera:0.5,163,0.14559999108314514
rung3,camera:0.5,164,0.19763439893722534
rung3,camera:0.5,165,0.42073944211006165
rung3,camera:0.5,166,0.4811328649520874
rung3,camera:0.5,167,0.39214834570884705
rung3,camera:0.5,168,0.34461912512779236
rung3,camera:0.5,169,0.15015468001365662
rung3,camera:0.5,170,0.22255900502204895
rung3,camera:0.5,171,0.339265912771225
rung3,camera:0.5,172,0.5809158086776733
rung3,camera:0.5,173,1.3906843662261963
rung3,camera:0.5,174,0.816616952419281
rung3,camera:0.5,175,0.4781656861305237
rung3,camera:0.5,176,0.3861461281776428
rung3,camera:0.5,177,0.5685646533966064
rung3,camera:0.5,178,0.5524945855140686
rung3,camera:0.5,179,0.43690580129623413
rung3,camera:0.5,180,0.5059425830841064
rung3,camera:0.5,181,0.850156307220459
rung3,camera:0.5,182,0.6227152943611145
rung3,camera:0.5,183,0.48415881395339966
rung3,camera:0.5,184,0.6409258246421814
rung3,camera:0.5,185,0.43319767713546753
rung3,camera:0.5,186,0.25595617294311523
rung3,camera:0.5,187,0.3684020936489105
rung3,camera:0.5,188,0.5158514380455017
rung3,camera:0.5,189,0.46680015325546265
rung3,camera:0.5,190,0.5066756010055542
rung3,camera:0.5,191,0.42972496151924133
rung3,camera:0.5,192,0.47241416573524475
rung3,camera:0.5,193,0.5213221907615662
rung3,camera:0.5,194,0.4247426390647888
rung3,camera:0.5,195,0.6696529984474182
rung3,camera:0.5,196,0.3125724494457245
rung3,camera:0.5,197,0.6461771726608276
rung3,camera:0.5,198,0.8308400511741638
rung3,camera:0.5,199,0.7878069877624512
rung3,camera:0.5,200,1.2460802793502808
rung3,camera:0.5,201,1.4172734022140503
rung3,camera:0.5,202,1.6727185249328613
rung3,camera:0.5,203,0.8400005102157593
rung3,camera:0.5,204,1.082961082458496
rung3,camera:0.5,205,0.6334104537963867
rung3,camera:0.5,206,1.0052732229232788
rung3,camera:0.5,207,0.75075364112854
rung3,camera:0.5,208,0.43513691425323486
rung3,camera:0.5,209,0.7082346677780151
rung3,camera:0.5,210,0.9453555345535278
rung3,camera:0.5,211,1.0197880268096924
rung3,camera:0.5,212,1.7090253829956055
rung3,camera:0.5,213,0.7532457709312439
rung3,camera:0.5,214,0.5863989591598511
rung3,camera:0.5,215,3.6728553771972656
rung3,camera:0.5,216,3.2616353034973145
rung3,camera:0.5,217,0.8827298879623413
rung3,camera:0.5,218,0.7655854225158691
rung3,camera:0.5,219,0.4621298909187317
rung3,camera:0.5,220,0.703760027885437
rung3,camera:0.5,221,0.6803717613220215
rung3,camera:0.5,222,0.5507866144180298
