model,condition,batches,camera_share,gate_pref,obs_camera,obs_lidar,waypoint_l2
rung0,none:0,2,,,,,1.0735004842281342
rung0,camera:1.0,2,,,,,1.0985558032989502
rung3,none:0,2,0.4797797091305256,1.179822341146064,0.9916528165340424,0.9251450896263123,0.9825466275215149
rung3,camera:1.0,2,0.20750825351569802,-3.6168137937784195,0.05468429625034332,0.9556887149810791,0.9518017172813416
